"serialNumber","vehicleCode","deviceName","protocolType","troubleCodes","engineStatus","odometer","fuelLevel","batteryVoltage","lastEngineDataAt","dataFreshnessStatus"
"MWYARD-DEV-0171","MWYARD-V-0171","Certification GPS-500","GPS","","Moving","44337.3","71.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0172","MWYARD-V-0172","Certification GPS-500","GPS","","Moving","44349.4","71","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0173","MWYARD-V-0173","Certification GPS-500","GPS","","Moving","44361.4","70.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0174","MWYARD-V-0174","Certification GPS-500","GPS","","Moving","44373.5","70","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0175","MWYARD-V-0175","Certification GPS-500","GPS","","Moving","44385.6","69.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0176","MWYARD-V-0176","Certification GPS-500","GPS","","Moving","44397.2","69","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0177","MWYARD-V-0177","Certification GPS-500","GPS","","Moving","44408.8","68.5","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0178","MWYARD-V-0178","Certification GPS-500","GPS","","Moving","44420.5","68","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0179","MWYARD-V-0179","Certification GPS-500","GPS","","Moving","44432.2","67.5","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0180","MWYARD-V-0180","Certification GPS-500","GPS","","Moving","44443.8","67","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0181","MWYARD-V-0181","Certification GPS-500","GPS","","Moving","44455.4","66.5","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0182","MWYARD-V-0182","Certification GPS-500","GPS","","Moving","44467.1","66","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0183","MWYARD-V-0183","Certification GPS-500","GPS","","Moving","44478.8","65.5","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0184","MWYARD-V-0184","Certification GPS-500","GPS","","Moving","44490.4","65","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0185","MWYARD-V-0185","Certification GPS-500","GPS","","Moving","44502.1","64.5","13.8","2026-08-28T07:26:41Z","Stale"
"MWYARD-DEV-0186","MWYARD-V-0186","Certification GPS-500","GPS","","Moving","44514.1","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0187","MWYARD-V-0187","Certification GPS-500","GPS","","Moving","44526.2","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0188","MWYARD-V-0188","Certification GPS-500","GPS","","Moving","44538.2","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0189","MWYARD-V-0189","Certification GPS-500","GPS","","Moving","44550.2","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0190","MWYARD-V-0190","Certification GPS-500","GPS","","Moving","44562.3","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0191","MWYARD-V-0191","Certification GPS-500","GPS","","Moving","44574.8","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0192","MWYARD-V-0192","Certification GPS-500","GPS","","Moving","44587.2","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0193","MWYARD-V-0193","Certification GPS-500","GPS","","Moving","44599.7","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0194","MWYARD-V-0194","Certification GPS-500","GPS","","Moving","44612.1","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0195","MWYARD-V-0195","Certification GPS-500","GPS","","Moving","44624.6","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0196","MWYARD-V-0196","Certification GPS-500","GPS","","Moving","131963.2","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0197","MWYARD-V-0197","Certification GPS-500","GPS","","Moving","131973.2","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0198","MWYARD-V-0198","Certification GPS-500","GPS","","Moving","131983.2","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0199","MWYARD-V-0199","Certification GPS-500","GPS","J1939 SPN-100-FMI-1","Moving","44676.3","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0200","MWYARD-V-0200","Certification GPS-500","GPS","J1939 SPN-100-FMI-1","Moving","44688.4","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0001","NEHUB-V-0001","Certification GPS-500","GPS","","Moving","40624.8","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0002","NEHUB-V-0002","Certification GPS-500","GPS","","Moving","40640.1","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0003","NEHUB-V-0003","Certification GPS-500","GPS","","Moving","40655.3","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0004","NEHUB-V-0004","Certification GPS-500","GPS","","Moving","40670.6","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0005","NEHUB-V-0005","Certification GPS-500","GPS","","Moving","40685.8","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0006","NEHUB-V-0006","Certification GPS-500","GPS","","Moving","40701.1","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0007","NEHUB-V-0007","Certification GPS-500","GPS","","Moving","40716.3","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0008","NEHUB-V-0008","Certification GPS-500","GPS","","Moving","40731.6","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0009","NEHUB-V-0009","Certification GPS-500","GPS","","Moving","40746.8","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0010","NEHUB-V-0010","Certification GPS-500","GPS","","Moving","40762.1","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0011","NEHUB-V-0011","Certification GPS-500","GPS","","Moving","40777.3","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0012","NEHUB-V-0012","Certification GPS-500","GPS","","Moving","40792.6","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0013","NEHUB-V-0013","Certification GPS-500","GPS","","Moving","40807.8","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0014","NEHUB-V-0014","Certification GPS-500","GPS","","Moving","40823.1","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0015","NEHUB-V-0015","Certification GPS-500","GPS","","Moving","40838.3","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0016","NEHUB-V-0016","Certification GPS-500","GPS","","Moving","40853.6","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0017","NEHUB-V-0017","Certification GPS-500","GPS","","Moving","40868.8","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0018","NEHUB-V-0018","Certification GPS-500","GPS","","Moving","40884.1","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0019","NEHUB-V-0019","Certification GPS-500","GPS","","Moving","40899.3","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0020","NEHUB-V-0020","Certification GPS-500","GPS","","Moving","40914.6","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0021","NEHUB-V-0021","Certification GPS-500","GPS","","Moving","40929.8","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0022","NEHUB-V-0022","Certification GPS-500","GPS","","Moving","40945.1","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0023","NEHUB-V-0023","Certification GPS-500","GPS","","Moving","40960.3","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0024","NEHUB-V-0024","Certification GPS-500","GPS","","Moving","40975.6","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0025","NEHUB-V-0025","Certification GPS-500","GPS","","Moving","40990.8","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0026","NEHUB-V-0026","Certification GPS-500","GPS","","Moving","41006.1","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0027","NEHUB-V-0027","Certification GPS-500","GPS","","Moving","41021.3","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0028","NEHUB-V-0028","Certification GPS-500","GPS","","Moving","41036.6","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0029","NEHUB-V-0029","Certification GPS-500","GPS","","Moving","41051.8","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0030","NEHUB-V-0030","Certification GPS-500","GPS","","Moving","41067.1","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0031","NEHUB-V-0031","Certification GPS-500","GPS","","Moving","41082.3","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0032","NEHUB-V-0032","Certification GPS-500","GPS","","Moving","41097.6","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0033","NEHUB-V-0033","Certification GPS-500","GPS","","Moving","41112.8","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0034","NEHUB-V-0034","Certification GPS-500","GPS","","Moving","41128.1","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0035","NEHUB-V-0035","Certification GPS-500","GPS","","Moving","41143.3","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0036","NEHUB-V-0036","Certification GPS-500","GPS","","Moving","41158.6","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0037","NEHUB-V-0037","Certification GPS-500","GPS","","Moving","41173.8","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0038","NEHUB-V-0038","Certification GPS-500","GPS","","Moving","41189.1","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0039","NEHUB-V-0039","Certification GPS-500","GPS","","Moving","41204.3","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0040","NEHUB-V-0040","Certification GPS-500","GPS","","Moving","41219.6","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0041","NEHUB-V-0041","Certification GPS-500","GPS","","Moving","41234.8","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0042","NEHUB-V-0042","Certification GPS-500","GPS","","Moving","41250.1","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0043","NEHUB-V-0043","Certification GPS-500","GPS","","Moving","41265.3","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0044","NEHUB-V-0044","Certification GPS-500","GPS","","Moving","41280.6","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0045","NEHUB-V-0045","Certification GPS-500","GPS","","Moving","41295.8","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0046","NEHUB-V-0046","Certification GPS-500","GPS","","Moving","41311.1","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0047","NEHUB-V-0047","Certification GPS-500","GPS","","Moving","41326.3","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0048","NEHUB-V-0048","Certification GPS-500","GPS","","Moving","41341.6","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0049","NEHUB-V-0049","Certification GPS-500","GPS","","Moving","41356.8","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0050","NEHUB-V-0050","Certification GPS-500","GPS","","Moving","41372.1","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0051","NEHUB-V-0051","Certification GPS-500","GPS","","Moving","41387.3","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0052","NEHUB-V-0052","Certification GPS-500","GPS","","Moving","41402.6","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0053","NEHUB-V-0053","Certification GPS-500","GPS","","Moving","41417.8","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0054","NEHUB-V-0054","Certification GPS-500","GPS","","Moving","41433.1","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0055","NEHUB-V-0055","Certification GPS-500","GPS","","Moving","41448.3","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0056","NEHUB-V-0056","Certification GPS-500","GPS","","Moving","41463.6","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0057","NEHUB-V-0057","Certification GPS-500","GPS","","Moving","41478.8","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0058","NEHUB-V-0058","Certification GPS-500","GPS","","Moving","41494.1","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0059","NEHUB-V-0059","Certification GPS-500","GPS","","Moving","41509.3","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0060","NEHUB-V-0060","Certification GPS-500","GPS","","Moving","41524.6","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0061","NEHUB-V-0061","Certification GPS-500","GPS","","Moving","41539.8","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0062","NEHUB-V-0062","Certification GPS-500","GPS","","Moving","41555.1","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0063","NEHUB-V-0063","Certification GPS-500","GPS","","Moving","41570.3","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0064","NEHUB-V-0064","Certification GPS-500","GPS","","Moving","41585.6","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0065","NEHUB-V-0065","Certification GPS-500","GPS","","Moving","41600.8","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0066","NEHUB-V-0066","Certification GPS-500","GPS","","Moving","41616.1","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0067","NEHUB-V-0067","Certification GPS-500","GPS","","Moving","41631.3","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0068","NEHUB-V-0068","Certification GPS-500","GPS","","Moving","41646.6","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0069","NEHUB-V-0069","Certification GPS-500","GPS","","Moving","41661.8","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0070","NEHUB-V-0070","Certification GPS-500","GPS","","Moving","41677.1","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0071","NEHUB-V-0071","Certification GPS-500","GPS","","Moving","41692.3","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0072","NEHUB-V-0072","Certification GPS-500","GPS","","Moving","41707.6","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0073","NEHUB-V-0073","Certification GPS-500","GPS","","Moving","41722.8","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0074","NEHUB-V-0074","Certification GPS-500","GPS","","Moving","41738.1","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0075","NEHUB-V-0075","Certification GPS-500","GPS","","Moving","41753.3","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0076","NEHUB-V-0076","Certification GPS-500","GPS","","Moving","41768.6","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0077","NEHUB-V-0077","Certification GPS-500","GPS","","Moving","41783.8","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0078","NEHUB-V-0078","Certification GPS-500","GPS","","Moving","41799.1","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0079","NEHUB-V-0079","Certification GPS-500","GPS","","Moving","41814.3","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0080","NEHUB-V-0080","Certification GPS-500","GPS","","Moving","41829.6","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0081","NEHUB-V-0081","Certification GPS-500","GPS","","Moving","41844.8","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0082","NEHUB-V-0082","Certification GPS-500","GPS","","Moving","41860.1","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0083","NEHUB-V-0083","Certification GPS-500","GPS","","Moving","41875.3","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0084","NEHUB-V-0084","Certification GPS-500","GPS","","Moving","41890.6","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0085","NEHUB-V-0085","Certification GPS-500","GPS","","Moving","41905.8","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0086","NEHUB-V-0086","Certification GPS-500","GPS","","Moving","41921.1","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0087","NEHUB-V-0087","Certification GPS-500","GPS","","Moving","41936.3","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0088","NEHUB-V-0088","Certification GPS-500","GPS","","Moving","41951.6","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0089","NEHUB-V-0089","Certification GPS-500","GPS","","Moving","41966.8","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0090","NEHUB-V-0090","Certification GPS-500","GPS","","Moving","41982.1","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0091","NEHUB-V-0091","Certification GPS-500","GPS","","Moving","41997.3","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0092","NEHUB-V-0092","Certification GPS-500","GPS","","Moving","42012.6","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0093","NEHUB-V-0093","Certification GPS-500","GPS","","Moving","42027.8","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0094","NEHUB-V-0094","Certification GPS-500","GPS","","Moving","42043.1","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0095","NEHUB-V-0095","Certification GPS-500","GPS","","Moving","42058.3","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0096","NEHUB-V-0096","Certification GPS-500","GPS","","Moving","42073.6","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0097","NEHUB-V-0097","Certification GPS-500","GPS","","Moving","42088.8","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0098","NEHUB-V-0098","Certification GPS-500","GPS","","Moving","42104.1","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0099","NEHUB-V-0099","Certification GPS-500","GPS","","Moving","42119.3","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0100","NEHUB-V-0100","Certification GPS-500","GPS","","Moving","42134.6","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0101","NEHUB-V-0101","Certification GPS-500","GPS","","Moving","42149.8","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0102","NEHUB-V-0102","Certification GPS-500","GPS","","Moving","42165.1","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0103","NEHUB-V-0103","Certification GPS-500","GPS","","Moving","42180.3","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0104","NEHUB-V-0104","Certification GPS-500","GPS","","Moving","42195.6","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0105","NEHUB-V-0105","Certification GPS-500","GPS","","Moving","42210.8","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0106","NEHUB-V-0106","Certification GPS-500","GPS","","Moving","42226.1","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0107","NEHUB-V-0107","Certification GPS-500","GPS","","Moving","42241.3","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0108","NEHUB-V-0108","Certification GPS-500","GPS","","Moving","42256.6","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0109","NEHUB-V-0109","Certification GPS-500","GPS","","Moving","42271.8","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0110","NEHUB-V-0110","Certification GPS-500","GPS","","Moving","42287.1","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0111","NEHUB-V-0111","Certification GPS-500","GPS","","Moving","42302.3","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0112","NEHUB-V-0112","Certification GPS-500","GPS","","Moving","42317.6","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0113","NEHUB-V-0113","Certification GPS-500","GPS","","Moving","42332.8","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0114","NEHUB-V-0114","Certification GPS-500","GPS","","Moving","42348.1","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0115","NEHUB-V-0115","Certification GPS-500","GPS","","Moving","42363.3","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0116","NEHUB-V-0116","Certification GPS-500","GPS","","Moving","42378.6","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0117","NEHUB-V-0117","Certification GPS-500","GPS","","Moving","42393.8","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0118","NEHUB-V-0118","Certification GPS-500","GPS","","Moving","42409.1","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0119","NEHUB-V-0119","Certification GPS-500","GPS","","Moving","42424.3","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0120","NEHUB-V-0120","Certification GPS-500","GPS","","Moving","42439.6","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0121","NEHUB-V-0121","Certification GPS-500","GPS","","Moving","42454.8","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0122","NEHUB-V-0122","Certification GPS-500","GPS","","Moving","42470.1","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0123","NEHUB-V-0123","Certification GPS-500","GPS","","Moving","42485.3","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0124","NEHUB-V-0124","Certification GPS-500","GPS","","Moving","42500.6","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0125","NEHUB-V-0125","Certification GPS-500","GPS","","Moving","42515.8","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0126","NEHUB-V-0126","Certification GPS-500","GPS","","Moving","42531.1","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0127","NEHUB-V-0127","Certification GPS-500","GPS","","Moving","42546.3","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0128","NEHUB-V-0128","Certification GPS-500","GPS","","Moving","42561.6","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0129","NEHUB-V-0129","Certification GPS-500","GPS","","Moving","42576.8","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0130","NEHUB-V-0130","Certification GPS-500","GPS","","Moving","42592.1","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0131","NEHUB-V-0131","Certification GPS-500","GPS","","Moving","42607.3","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0132","NEHUB-V-0132","Certification GPS-500","GPS","","Moving","42622.6","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0133","NEHUB-V-0133","Certification GPS-500","GPS","","Moving","42637.8","65","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0134","NEHUB-V-0134","Certification GPS-500","GPS","","Moving","42653.1","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0135","NEHUB-V-0135","Certification GPS-500","GPS","","Moving","42668.3","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0136","NEHUB-V-0136","Certification GPS-500","GPS","","Moving","42683.6","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0137","NEHUB-V-0137","Certification GPS-500","GPS","","Moving","42698.8","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0138","NEHUB-V-0138","Certification GPS-500","GPS","","Moving","42714.1","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0139","NEHUB-V-0139","Certification GPS-500","GPS","","Moving","42729.3","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0140","NEHUB-V-0140","Certification GPS-500","GPS","","Moving","42744.6","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0141","NEHUB-V-0141","Certification GPS-500","GPS","","Moving","42756.7","69.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0142","NEHUB-V-0142","Certification GPS-500","GPS","","Moving","42768.7","69","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0143","NEHUB-V-0143","Certification GPS-500","GPS","","Moving","42780.8","68.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0144","NEHUB-V-0144","Certification GPS-500","GPS","","Moving","42792.8","68","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0145","NEHUB-V-0145","Certification GPS-500","GPS","","Moving","42804.8","67.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0146","NEHUB-V-0146","Certification GPS-500","GPS","","Moving","42816.9","67","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0147","NEHUB-V-0147","Certification GPS-500","GPS","","Moving","42828.9","66.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0148","NEHUB-V-0148","Certification GPS-500","GPS","","Moving","42841","66","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0149","NEHUB-V-0149","Certification GPS-500","GPS","","Moving","42853.1","65.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0150","NEHUB-V-0150","Certification GPS-500","GPS","","Moving","42865.1","65","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0151","NEHUB-V-0151","Certification GPS-500","GPS","","Moving","42877.2","64.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0152","NEHUB-V-0152","Certification GPS-500","GPS","","Moving","42889.2","64","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0153","NEHUB-V-0153","Certification GPS-500","GPS","","Moving","42901.2","72","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0154","NEHUB-V-0154","Certification GPS-500","GPS","","Moving","42913.3","71.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0155","NEHUB-V-0155","Certification GPS-500","GPS","","Moving","42925.3","71","13.8","2026-08-28T07:38:41Z","Stale"
