assetTag,branchCode,name,assetTypeCode,status,currentLocation,condition,isReturnable,quantity,unitOfMeasure,notes,lastSeenAtUtc,createdAtUtc
WESTHUB-TRL-0024,WEST-HUB,Certification Trailer WESTHUB 0024,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0024,,08/26/2026 01:55:10
WESTHUB-TRL-0025,WEST-HUB,Certification Trailer WESTHUB 0025,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0025,,08/26/2026 01:55:10
WESTHUB-TRL-0026,WEST-HUB,Certification Trailer WESTHUB 0026,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0026,,08/26/2026 01:55:10
WESTHUB-TRL-0027,WEST-HUB,Certification Trailer WESTHUB 0027,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0027,,08/26/2026 01:55:10
WESTHUB-TRL-0028,WEST-HUB,Certification Trailer WESTHUB 0028,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0028,,08/26/2026 01:55:10
WESTHUB-TRL-0029,WEST-HUB,Certification Trailer WESTHUB 0029,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0029,,08/26/2026 01:55:10
WESTHUB-TRL-0030,WEST-HUB,Certification Trailer WESTHUB 0030,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0030,,08/26/2026 01:55:10
WESTHUB-TRL-0031,WEST-HUB,Certification Trailer WESTHUB 0031,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0031,,08/26/2026 01:55:10
WESTHUB-TRL-0032,WEST-HUB,Certification Trailer WESTHUB 0032,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0032,,08/26/2026 01:55:10
WESTHUB-TRL-0033,WEST-HUB,Certification Trailer WESTHUB 0033,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0033,,08/26/2026 01:55:10
WESTHUB-TRL-0034,WEST-HUB,Certification Trailer WESTHUB 0034,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0034,,08/26/2026 01:55:10
WESTHUB-TRL-0035,WEST-HUB,Certification Trailer WESTHUB 0035,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0035,,08/26/2026 01:55:10
WESTHUB-TRL-0036,WEST-HUB,Certification Trailer WESTHUB 0036,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0036,,08/26/2026 01:55:10
WESTHUB-TRL-0037,WEST-HUB,Certification Trailer WESTHUB 0037,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0037,,08/26/2026 01:55:10
WESTHUB-TRL-0038,WEST-HUB,Certification Trailer WESTHUB 0038,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0038,,08/26/2026 01:55:10
WESTHUB-TRL-0039,WEST-HUB,Certification Trailer WESTHUB 0039,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0039,,08/26/2026 01:55:10
WESTHUB-TRL-0040,WEST-HUB,Certification Trailer WESTHUB 0040,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0040,,08/26/2026 01:55:10
WESTHUB-TRL-0041,WEST-HUB,Certification Trailer WESTHUB 0041,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0041,,08/26/2026 01:55:10
WESTHUB-TRL-0042,WEST-HUB,Certification Trailer WESTHUB 0042,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0042,,08/26/2026 01:55:10
WESTHUB-TRL-0043,WEST-HUB,Certification Trailer WESTHUB 0043,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0043,,08/26/2026 01:55:10
WESTHUB-TRL-0044,WEST-HUB,Certification Trailer WESTHUB 0044,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0044,,08/26/2026 01:55:10
WESTHUB-TRL-0045,WEST-HUB,Certification Trailer WESTHUB 0045,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0045,,08/26/2026 01:55:10
WESTHUB-TRL-0046,WEST-HUB,Certification Trailer WESTHUB 0046,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0046,,08/26/2026 01:55:10
WESTHUB-TRL-0047,WEST-HUB,Certification Trailer WESTHUB 0047,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0047,,08/26/2026 01:55:10
WESTHUB-TRL-0048,WEST-HUB,Certification Trailer WESTHUB 0048,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0048,,08/26/2026 01:55:10
WESTHUB-TRL-0049,WEST-HUB,Certification Trailer WESTHUB 0049,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0049,,08/26/2026 01:55:10
WESTHUB-TRL-0050,WEST-HUB,Certification Trailer WESTHUB 0050,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0050,,08/26/2026 01:55:10
WESTHUB-TRL-0051,WEST-HUB,Certification Trailer WESTHUB 0051,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0051,,08/26/2026 01:55:10
WESTHUB-TRL-0052,WEST-HUB,Certification Trailer WESTHUB 0052,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0052,,08/26/2026 01:55:10
WESTHUB-TRL-0053,WEST-HUB,Certification Trailer WESTHUB 0053,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0053,,08/26/2026 01:55:10
WESTHUB-TRL-0054,WEST-HUB,Certification Trailer WESTHUB 0054,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0054,,08/26/2026 01:55:10
WESTHUB-TRL-0055,WEST-HUB,Certification Trailer WESTHUB 0055,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0055,,08/26/2026 01:55:10
WESTHUB-TRL-0056,WEST-HUB,Certification Trailer WESTHUB 0056,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0056,,08/26/2026 01:55:10
WESTHUB-TRL-0057,WEST-HUB,Certification Trailer WESTHUB 0057,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0057,,08/26/2026 01:55:10
WESTHUB-TRL-0058,WEST-HUB,Certification Trailer WESTHUB 0058,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0058,,08/26/2026 01:55:10
WESTHUB-TRL-0059,WEST-HUB,Certification Trailer WESTHUB 0059,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0059,,08/26/2026 01:55:10
WESTHUB-TRL-0060,WEST-HUB,Certification Trailer WESTHUB 0060,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0060,,08/26/2026 01:55:10
