"serialNumber","vehicleCode","locationLabel","positionSource","positionAccuracy","deviceFixAt","gatewayReceivedAt","dataFreshnessStatus","routingReadiness"
"MWYARD-DEV-0143","MWYARD-V-0143","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0144","MWYARD-V-0144","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0145","MWYARD-V-0145","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0146","MWYARD-V-0146","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0147","MWYARD-V-0147","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0148","MWYARD-V-0148","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0149","MWYARD-V-0149","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0150","MWYARD-V-0150","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0151","MWYARD-V-0151","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0152","MWYARD-V-0152","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0153","MWYARD-V-0153","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0154","MWYARD-V-0154","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0155","MWYARD-V-0155","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0156","MWYARD-V-0156","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0157","MWYARD-V-0157","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0158","MWYARD-V-0158","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0159","MWYARD-V-0159","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0160","MWYARD-V-0160","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0161","MWYARD-V-0161","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0162","MWYARD-V-0162","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0163","MWYARD-V-0163","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0164","MWYARD-V-0164","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0165","MWYARD-V-0165","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0166","MWYARD-V-0166","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0167","MWYARD-V-0167","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0168","MWYARD-V-0168","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0169","MWYARD-V-0169","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0170","MWYARD-V-0170","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0171","MWYARD-V-0171","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0172","MWYARD-V-0172","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0173","MWYARD-V-0173","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0174","MWYARD-V-0174","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0175","MWYARD-V-0175","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0176","MWYARD-V-0176","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0177","MWYARD-V-0177","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0178","MWYARD-V-0178","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0179","MWYARD-V-0179","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0180","MWYARD-V-0180","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0181","MWYARD-V-0181","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0182","MWYARD-V-0182","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0183","MWYARD-V-0183","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0184","MWYARD-V-0184","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0185","MWYARD-V-0185","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0186","MWYARD-V-0186","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0187","MWYARD-V-0187","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0188","MWYARD-V-0188","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0189","MWYARD-V-0189","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0190","MWYARD-V-0190","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0191","MWYARD-V-0191","43.5389, -87.4065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0192","MWYARD-V-0192","43.5389, -87.4065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0193","MWYARD-V-0193","43.5389, -87.4065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0194","MWYARD-V-0194","43.5389, -87.4065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0195","MWYARD-V-0195","43.5389, -87.4065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0196","MWYARD-V-0196","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0197","MWYARD-V-0197","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0198","MWYARD-V-0198","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0199","MWYARD-V-0199","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0200","MWYARD-V-0200","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0201","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0202","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0203","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0204","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0205","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0206","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0207","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0208","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0209","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0210","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0211","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0212","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0213","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0214","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0215","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0216","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0217","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0218","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0219","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0220","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0001","NEHUB-V-0001","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0002","NEHUB-V-0002","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0003","NEHUB-V-0003","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0004","NEHUB-V-0004","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0005","NEHUB-V-0005","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0006","NEHUB-V-0006","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0007","NEHUB-V-0007","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0008","NEHUB-V-0008","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0009","NEHUB-V-0009","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0010","NEHUB-V-0010","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0011","NEHUB-V-0011","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0012","NEHUB-V-0012","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0013","NEHUB-V-0013","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0014","NEHUB-V-0014","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0015","NEHUB-V-0015","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0016","NEHUB-V-0016","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0017","NEHUB-V-0017","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0018","NEHUB-V-0018","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0019","NEHUB-V-0019","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0020","NEHUB-V-0020","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0021","NEHUB-V-0021","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0022","NEHUB-V-0022","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0023","NEHUB-V-0023","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0024","NEHUB-V-0024","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0025","NEHUB-V-0025","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0026","NEHUB-V-0026","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0027","NEHUB-V-0027","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0028","NEHUB-V-0028","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0029","NEHUB-V-0029","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0030","NEHUB-V-0030","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0031","NEHUB-V-0031","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0032","NEHUB-V-0032","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0033","NEHUB-V-0033","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0034","NEHUB-V-0034","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0035","NEHUB-V-0035","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0036","NEHUB-V-0036","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0037","NEHUB-V-0037","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0038","NEHUB-V-0038","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0039","NEHUB-V-0039","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0040","NEHUB-V-0040","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0041","NEHUB-V-0041","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0042","NEHUB-V-0042","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0043","NEHUB-V-0043","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0044","NEHUB-V-0044","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0045","NEHUB-V-0045","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0046","NEHUB-V-0046","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0047","NEHUB-V-0047","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0048","NEHUB-V-0048","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0049","NEHUB-V-0049","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0050","NEHUB-V-0050","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0051","NEHUB-V-0051","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0052","NEHUB-V-0052","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0053","NEHUB-V-0053","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0054","NEHUB-V-0054","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0055","NEHUB-V-0055","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0056","NEHUB-V-0056","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0057","NEHUB-V-0057","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0058","NEHUB-V-0058","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0059","NEHUB-V-0059","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0060","NEHUB-V-0060","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0061","NEHUB-V-0061","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0062","NEHUB-V-0062","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0063","NEHUB-V-0063","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0064","NEHUB-V-0064","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0065","NEHUB-V-0065","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0066","NEHUB-V-0066","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0067","NEHUB-V-0067","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0068","NEHUB-V-0068","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0069","NEHUB-V-0069","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0070","NEHUB-V-0070","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0071","NEHUB-V-0071","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0072","NEHUB-V-0072","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0073","NEHUB-V-0073","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0074","NEHUB-V-0074","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0075","NEHUB-V-0075","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0076","NEHUB-V-0076","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0077","NEHUB-V-0077","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0078","NEHUB-V-0078","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0079","NEHUB-V-0079","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0080","NEHUB-V-0080","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0081","NEHUB-V-0081","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0082","NEHUB-V-0082","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0083","NEHUB-V-0083","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0084","NEHUB-V-0084","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0085","NEHUB-V-0085","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0086","NEHUB-V-0086","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0087","NEHUB-V-0087","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0088","NEHUB-V-0088","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0089","NEHUB-V-0089","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0090","NEHUB-V-0090","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0091","NEHUB-V-0091","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0092","NEHUB-V-0092","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0093","NEHUB-V-0093","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0094","NEHUB-V-0094","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0095","NEHUB-V-0095","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0096","NEHUB-V-0096","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0097","NEHUB-V-0097","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0098","NEHUB-V-0098","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0099","NEHUB-V-0099","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0100","NEHUB-V-0100","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0101","NEHUB-V-0101","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0102","NEHUB-V-0102","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0103","NEHUB-V-0103","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0104","NEHUB-V-0104","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0105","NEHUB-V-0105","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0106","NEHUB-V-0106","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
