deviceSerial,imei,deviceCategory,deviceModel,provider,firmwareVersion,status,deviceState,branchCode,vehicleCode,driverName,lastSeenAt,revokedAt,createdAt
MWYARD-DEV-0110,990000001000770,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0111,990000001000771,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0112,990000001000772,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0113,990000001000773,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0114,990000001000774,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0115,990000001000775,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0116,990000001000776,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0117,990000001000777,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0118,990000001000778,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0119,990000001000779,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0120,990000001000780,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0121,990000001000781,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0122,990000001000782,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0123,990000001000783,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0124,990000001000784,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0125,990000001000785,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0126,990000001000786,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0127,990000001000787,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0128,990000001000788,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0129,990000001000789,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0130,990000001000790,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0131,990000001000791,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0132,990000001000792,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0133,990000001000793,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0134,990000001000794,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0135,990000001000795,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0136,990000001000796,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0137,990000001000797,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0138,990000001000798,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0139,990000001000799,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0140,990000001000800,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0141,990000001000801,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0142,990000001000802,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0143,990000001000803,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0144,990000001000804,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0145,990000001000805,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0146,990000001000806,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0147,990000001000807,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0148,990000001000808,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0149,990000001000809,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0150,990000001000810,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0151,990000001000811,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0152,990000001000812,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0153,990000001000813,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0154,990000001000814,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0155,990000001000815,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0156,990000001000816,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0157,990000001000817,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0158,990000001000818,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0159,990000001000819,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0160,990000001000820,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0161,990000001000821,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0162,990000001000822,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0163,990000001000823,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0164,990000001000824,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0165,990000001000825,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0166,990000001000826,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0167,990000001000827,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0168,990000001000828,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0169,990000001000829,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0170,990000001000830,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0171,990000001000831,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0172,990000001000832,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0173,990000001000833,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0174,990000001000834,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0175,990000001000835,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0176,990000001000836,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0177,990000001000837,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0178,990000001000838,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0179,990000001000839,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0180,990000001000840,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0181,990000001000841,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0182,990000001000842,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0183,990000001000843,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0184,990000001000844,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0185,990000001000845,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0186,990000001000846,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0187,990000001000847,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0188,990000001000848,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0189,990000001000849,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0190,990000001000850,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0191,990000001000851,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0192,990000001000852,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0193,990000001000853,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0194,990000001000854,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0195,990000001000855,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0196,990000001000856,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0197,990000001000857,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0198,990000001000858,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0199,990000001000859,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0200,990000001000860,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0201,990000001000861,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0202,990000001000862,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0203,990000001000863,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0204,990000001000864,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0205,990000001000865,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0206,990000001000866,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0207,990000001000867,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0208,990000001000868,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0209,990000001000869,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0210,990000001000870,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0211,990000001000871,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0212,990000001000872,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0213,990000001000873,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0214,990000001000874,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0215,990000001000875,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0216,990000001000876,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0217,990000001000877,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0218,990000001000878,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0219,990000001000879,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0220,990000001000880,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
NEHUB-DEV-0001,990000001000221,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0002,990000001000222,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0003,990000001000223,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0004,990000001000224,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0005,990000001000225,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0006,990000001000226,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0007,990000001000227,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0008,990000001000228,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0009,990000001000229,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0010,990000001000230,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0011,990000001000231,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0012,990000001000232,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0013,990000001000233,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0014,990000001000234,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0015,990000001000235,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0016,990000001000236,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0017,990000001000237,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0018,990000001000238,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0019,990000001000239,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0020,990000001000240,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0021,990000001000241,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0022,990000001000242,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0023,990000001000243,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0024,990000001000244,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0025,990000001000245,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0026,990000001000246,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0027,990000001000247,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0028,990000001000248,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0029,990000001000249,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0030,990000001000250,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0031,990000001000251,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0032,990000001000252,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0033,990000001000253,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0034,990000001000254,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0035,990000001000255,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0036,990000001000256,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0037,990000001000257,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0038,990000001000258,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0039,990000001000259,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0040,990000001000260,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0041,990000001000261,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0042,990000001000262,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0043,990000001000263,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0044,990000001000264,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0045,990000001000265,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0046,990000001000266,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0047,990000001000267,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0048,990000001000268,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0049,990000001000269,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0050,990000001000270,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0051,990000001000271,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0052,990000001000272,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0053,990000001000273,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0054,990000001000274,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
