vehicleCode,branchCode,type,make,model,year,vehicleClass,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status,odometerMiles,deviceStatus
MWYARD-V-0098,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0098,IL-0098,IL,Available,208062.00,Unknown
MWYARD-V-0099,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0099,IL-0099,IL,Available,215981.00,Unknown
MWYARD-V-0100,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0100,IL-0100,IL,Maintenance,223900.00,Unknown
MWYARD-V-0101,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0101,IL-0101,IL,Available,231819.00,Unknown
MWYARD-V-0102,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0102,IL-0102,IL,Available,239738.00,Unknown
MWYARD-V-0103,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0103,IL-0103,IL,Available,247657.00,Unknown
MWYARD-V-0104,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0104,IL-0104,IL,Available,255576.00,Unknown
MWYARD-V-0105,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0105,IL-0105,IL,Available,263495.00,Unknown
MWYARD-V-0106,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0106,IL-0106,IL,Available,271414.00,Unknown
MWYARD-V-0107,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0107,IL-0107,IL,Available,279333.00,Unknown
MWYARD-V-0108,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0108,IL-0108,IL,Available,287252.00,Unknown
MWYARD-V-0109,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0109,IL-0109,IL,Available,295171.00,Unknown
MWYARD-V-0110,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0110,IL-0110,IL,Available,303090.00,Unknown
MWYARD-V-0111,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0111,IL-0111,IL,Available,311009.00,Unknown
MWYARD-V-0112,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0112,IL-0112,IL,Available,318928.00,Unknown
MWYARD-V-0113,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0113,IL-0113,IL,Available,326847.00,Unknown
MWYARD-V-0114,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0114,IL-0114,IL,Available,334766.00,Unknown
MWYARD-V-0115,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0115,IL-0115,IL,Available,342685.00,Unknown
MWYARD-V-0116,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0116,IL-0116,IL,Available,350604.00,Unknown
MWYARD-V-0117,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0117,IL-0117,IL,Available,358523.00,Unknown
MWYARD-V-0118,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0118,IL-0118,IL,Available,366442.00,Unknown
MWYARD-V-0119,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0119,IL-0119,IL,Available,374361.00,Unknown
MWYARD-V-0120,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0120,IL-0120,IL,Maintenance,382280.00,Unknown
MWYARD-V-0121,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0121,IL-0121,IL,Available,390199.00,Unknown
MWYARD-V-0122,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0122,IL-0122,IL,Available,398118.00,Unknown
MWYARD-V-0123,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0123,IL-0123,IL,Available,406037.00,Unknown
MWYARD-V-0124,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0124,IL-0124,IL,Available,413956.00,Unknown
MWYARD-V-0125,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0125,IL-0125,IL,Available,421875.00,Unknown
MWYARD-V-0126,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0126,IL-0126,IL,Available,429794.00,Unknown
MWYARD-V-0127,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0127,IL-0127,IL,Available,437713.00,Unknown
MWYARD-V-0128,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0128,IL-0128,IL,Available,445632.00,Unknown
MWYARD-V-0129,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0129,IL-0129,IL,Available,453551.00,Unknown
MWYARD-V-0130,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0130,IL-0130,IL,Available,461470.00,Unknown
MWYARD-V-0131,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0131,IL-0131,IL,Available,469389.00,Unknown
MWYARD-V-0132,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0132,IL-0132,IL,Available,477308.00,Unknown
MWYARD-V-0133,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0133,IL-0133,IL,Available,485227.00,Unknown
MWYARD-V-0134,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0134,IL-0134,IL,Available,493146.00,Unknown
MWYARD-V-0135,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0135,IL-0135,IL,Available,501065.00,Unknown
MWYARD-V-0136,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0136,IL-0136,IL,Available,508984.00,Unknown
MWYARD-V-0137,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0137,IL-0137,IL,Available,516903.00,Unknown
MWYARD-V-0138,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0138,IL-0138,IL,Available,524822.00,Unknown
MWYARD-V-0139,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0139,IL-0139,IL,Available,532741.00,Unknown
MWYARD-V-0140,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0140,IL-0140,IL,Maintenance,540660.00,Unknown
MWYARD-V-0141,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0141,IL-0141,IL,Available,548579.00,Unknown
MWYARD-V-0142,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0142,IL-0142,IL,Available,556498.00,Unknown
MWYARD-V-0143,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0143,IL-0143,IL,Available,564417.00,Unknown
MWYARD-V-0144,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0144,IL-0144,IL,Available,572336.00,Unknown
MWYARD-V-0145,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0145,IL-0145,IL,Available,580255.00,Unknown
MWYARD-V-0146,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0146,IL-0146,IL,Available,588174.00,Unknown
MWYARD-V-0147,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0147,IL-0147,IL,Available,596093.00,Unknown
MWYARD-V-0148,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0148,IL-0148,IL,Available,604012.00,Unknown
MWYARD-V-0149,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0149,IL-0149,IL,Available,611931.00,Unknown
MWYARD-V-0150,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0150,IL-0150,IL,Available,619850.00,Unknown
MWYARD-V-0151,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0151,IL-0151,IL,Available,627769.00,Unknown
MWYARD-V-0152,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0152,IL-0152,IL,Available,635688.00,Unknown
MWYARD-V-0153,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0153,IL-0153,IL,Available,643607.00,Unknown
MWYARD-V-0154,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0154,IL-0154,IL,Available,651526.00,Unknown
MWYARD-V-0155,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0155,IL-0155,IL,Available,49445.00,Unknown
MWYARD-V-0156,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0156,IL-0156,IL,Available,57364.00,Unknown
MWYARD-V-0157,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0157,IL-0157,IL,Available,65283.00,Unknown
MWYARD-V-0158,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0158,IL-0158,IL,Available,73202.00,Unknown
MWYARD-V-0159,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0159,IL-0159,IL,Available,81121.00,Unknown
MWYARD-V-0160,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0160,IL-0160,IL,Maintenance,89040.00,Unknown
MWYARD-V-0161,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0161,IL-0161,IL,Available,96959.00,Unknown
MWYARD-V-0162,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0162,IL-0162,IL,Available,104878.00,Unknown
MWYARD-V-0163,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0163,IL-0163,IL,Available,112797.00,Unknown
MWYARD-V-0164,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0164,IL-0164,IL,Available,120716.00,Unknown
MWYARD-V-0165,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0165,IL-0165,IL,Available,128635.00,Unknown
MWYARD-V-0166,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0166,IL-0166,IL,Available,136554.00,Unknown
MWYARD-V-0167,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0167,IL-0167,IL,Available,144473.00,Unknown
MWYARD-V-0168,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0168,IL-0168,IL,Available,152392.00,Unknown
MWYARD-V-0169,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0169,IL-0169,IL,Available,160311.00,Unknown
MWYARD-V-0170,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0170,IL-0170,IL,Available,168230.00,Unknown
MWYARD-V-0171,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0171,IL-0171,IL,Available,176149.00,Unknown
MWYARD-V-0172,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0172,IL-0172,IL,Available,184068.00,Unknown
MWYARD-V-0173,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0173,IL-0173,IL,Available,191987.00,Unknown
MWYARD-V-0174,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0174,IL-0174,IL,Available,199906.00,Unknown
MWYARD-V-0175,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0175,IL-0175,IL,Available,207825.00,Unknown
MWYARD-V-0176,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0176,IL-0176,IL,Available,215744.00,Unknown
MWYARD-V-0177,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0177,IL-0177,IL,Available,223663.00,Unknown
MWYARD-V-0178,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0178,IL-0178,IL,Available,231582.00,Unknown
MWYARD-V-0179,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0179,IL-0179,IL,Available,239501.00,Unknown
MWYARD-V-0180,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0180,IL-0180,IL,Maintenance,247420.00,Unknown
MWYARD-V-0181,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0181,IL-0181,IL,Available,255339.00,Unknown
MWYARD-V-0182,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0182,IL-0182,IL,Available,263258.00,Unknown
MWYARD-V-0183,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0183,IL-0183,IL,Available,271177.00,Unknown
MWYARD-V-0184,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0184,IL-0184,IL,Available,279096.00,Unknown
MWYARD-V-0185,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0185,IL-0185,IL,Available,287015.00,Unknown
MWYARD-V-0186,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0186,IL-0186,IL,Available,294934.00,Unknown
MWYARD-V-0187,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0187,IL-0187,IL,Available,302853.00,Unknown
MWYARD-V-0188,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0188,IL-0188,IL,Available,310772.00,Unknown
MWYARD-V-0189,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0189,IL-0189,IL,Available,318691.00,Unknown
MWYARD-V-0190,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0190,IL-0190,IL,Available,326610.00,Unknown
MWYARD-V-0191,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0191,IL-0191,IL,Available,334529.00,Unknown
MWYARD-V-0192,MW-YARD,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0192,IL-0192,IL,Available,342448.00,Unknown
MWYARD-V-0193,MW-YARD,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0193,IL-0193,IL,Available,350367.00,Unknown
MWYARD-V-0194,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0194,IL-0194,IL,Available,358286.00,Unknown
MWYARD-V-0195,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0195,IL-0195,IL,Available,366205.00,Unknown
MWYARD-V-0196,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0196,IL-0196,IL,Available,374124.00,Unknown
MWYARD-V-0197,MW-YARD,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-MWYARD-VEH-0197,IL-0197,IL,Available,382043.00,Unknown
MWYARD-V-0198,MW-YARD,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-MWYARD-VEH-0198,IL-0198,IL,Available,389962.00,Unknown
MWYARD-V-0199,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-MWYARD-VEH-0199,IL-0199,IL,Available,397881.00,Unknown
MWYARD-V-0200,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-MWYARD-VEH-0200,IL-0200,IL,Maintenance,405800.00,Unknown
NEHUB-V-0001,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0001,NJ-0001,NJ,Available,49919.00,Unknown
NEHUB-V-0002,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0002,NJ-0002,NJ,Available,57838.00,Unknown
NEHUB-V-0003,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0003,NJ-0003,NJ,Available,65757.00,Unknown
NEHUB-V-0004,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0004,NJ-0004,NJ,Available,73676.00,Unknown
NEHUB-V-0005,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0005,NJ-0005,NJ,Available,81595.00,Unknown
NEHUB-V-0006,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0006,NJ-0006,NJ,Available,89514.00,Unknown
NEHUB-V-0007,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0007,NJ-0007,NJ,Available,97433.00,Unknown
NEHUB-V-0008,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0008,NJ-0008,NJ,Available,105352.00,Unknown
NEHUB-V-0009,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0009,NJ-0009,NJ,Available,113271.00,Unknown
NEHUB-V-0010,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0010,NJ-0010,NJ,Available,121190.00,Unknown
NEHUB-V-0011,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0011,NJ-0011,NJ,Available,129109.00,Unknown
NEHUB-V-0012,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0012,NJ-0012,NJ,Available,137028.00,Unknown
NEHUB-V-0013,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0013,NJ-0013,NJ,Available,144947.00,Unknown
NEHUB-V-0014,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0014,NJ-0014,NJ,Available,152866.00,Unknown
NEHUB-V-0015,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0015,NJ-0015,NJ,Available,160785.00,Unknown
NEHUB-V-0016,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0016,NJ-0016,NJ,Available,168704.00,Unknown
NEHUB-V-0017,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0017,NJ-0017,NJ,Available,176623.00,Unknown
NEHUB-V-0018,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0018,NJ-0018,NJ,Available,184542.00,Unknown
NEHUB-V-0019,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0019,NJ-0019,NJ,Available,192461.00,Unknown
NEHUB-V-0020,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0020,NJ-0020,NJ,Maintenance,200380.00,Unknown
NEHUB-V-0021,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0021,NJ-0021,NJ,Available,208299.00,Unknown
NEHUB-V-0022,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0022,NJ-0022,NJ,Available,216218.00,Unknown
NEHUB-V-0023,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0023,NJ-0023,NJ,Available,224137.00,Unknown
NEHUB-V-0024,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0024,NJ-0024,NJ,Available,232056.00,Unknown
NEHUB-V-0025,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0025,NJ-0025,NJ,Available,239975.00,Unknown
NEHUB-V-0026,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0026,NJ-0026,NJ,Available,247894.00,Unknown
NEHUB-V-0027,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0027,NJ-0027,NJ,Available,255813.00,Unknown
NEHUB-V-0028,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0028,NJ-0028,NJ,Available,263732.00,Unknown
NEHUB-V-0029,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0029,NJ-0029,NJ,Available,271651.00,Unknown
NEHUB-V-0030,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0030,NJ-0030,NJ,Available,279570.00,Unknown
NEHUB-V-0031,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0031,NJ-0031,NJ,Available,287489.00,Unknown
NEHUB-V-0032,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0032,NJ-0032,NJ,Available,295408.00,Unknown
NEHUB-V-0033,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0033,NJ-0033,NJ,Available,303327.00,Unknown
NEHUB-V-0034,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0034,NJ-0034,NJ,Available,311246.00,Unknown
NEHUB-V-0035,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0035,NJ-0035,NJ,Available,319165.00,Unknown
NEHUB-V-0036,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0036,NJ-0036,NJ,Available,327084.00,Unknown
NEHUB-V-0037,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0037,NJ-0037,NJ,Available,335003.00,Unknown
NEHUB-V-0038,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0038,NJ-0038,NJ,Available,342922.00,Unknown
NEHUB-V-0039,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0039,NJ-0039,NJ,Available,350841.00,Unknown
NEHUB-V-0040,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0040,NJ-0040,NJ,Maintenance,358760.00,Unknown
NEHUB-V-0041,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0041,NJ-0041,NJ,Available,366679.00,Unknown
NEHUB-V-0042,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0042,NJ-0042,NJ,Available,374598.00,Unknown
NEHUB-V-0043,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0043,NJ-0043,NJ,Available,382517.00,Unknown
NEHUB-V-0044,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0044,NJ-0044,NJ,Available,390436.00,Unknown
NEHUB-V-0045,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0045,NJ-0045,NJ,Available,398355.00,Unknown
